left_dataset,right_dataset,confidence_score
60379,30516,1.0
60878,25391,0.92
61008,34395,1.0
61470,54529,1.0
61472,54529,0.94
61646,65557,0.8
63794,61255,0.81
64303,48250,1.0
64574,34616,0.87
64731,63861,1.0
65148,560,1.0
65242,65557,1.0
67204,9327,1.0
67578,85800,1.0
68037,63861,1.0
68232,9327,1.0
68943,16527,0.92
68954,68549,0.91
70245,87571,1.0
70538,34597,0.88
70864,20427,1.0
70986,16527,1.0
71667,77915,1.0
73101,77915,1.0
73863,32573,0.93
73864,32573,1.0
74108,69551,1.0
75182,91931,0.8
75405,60065,0.93
75485,14999,1.0
75897,44062,0.88
76306,54382,0.94
76595,4066,0.92
76812,69885,1.0
76936,40993,0.88
77829,69885,1.0
78194,78657,0.85
79167,90852,0.87
80261,15578,1.0
80417,76793,1.0
80676,32241,0.93
81744,23247,1.0
60675,6411,0.92
60844,56303,1.0
63207,56303,1.0
64239,53403,1.0
64781,56057,0.8
71783,36577,0.83
71784,36577,0.83
73604,91703,1.0
74872,20710,1.0
75171,85920,1.0
77828,81531,1.0
78088,30621,1.0
79414,44915,1.0
80633,47306,0.9
80658,23090,1.0
81016,35696,0.87
81068,38501,1.0
81322,76377,0.89
81323,76377,0.89
81415,64893,0.82
81454,35696,1.0
82339,37429,1.0
82548,78371,0.9
82633,65094,0.84
82802,23090,0.86
83791,94480,0.88
84080,37429,0.87
84270,66704,0.83
85662,507,1.0
85872,68709,1.0
86236,5232,0.88
86326,33538,0.97
185,83593,0.88
186,83593,1.0
1949,8771,0.88
6163,80299,0.93
10400,54663,0.8
13035,43807,1.0
16184,3809,1.0
19666,26731,0.93
21469,62284,1.0
22304,57171,1.0
23541,87436,1.0
23859,62284,0.94
24965,39841,0.96
25083,93196,0.8
26900,38465,1.0
26908,59736,0.89
27740,39841,0.92
28086,7790,0.95
55114,11800,0.81
55114,36335,1.0
55114,72505,0.85
55169,44643,0.85
55454,25725,1.0
56351,62898,0.95
57553,11800,0.81
57553,72505,0.85
57868,11800,0.81
57868,36335,1.0
57868,72505,0.85
58151,11800,0.81
58151,72505,0.85
58756,11800,0.81
58756,72505,0.85
59104,51169,0.85
59104,70658,1.0
59104,86833,0.86
60201,65509,1.0
61401,92628,0.94
61771,92628,0.94
62612,11800,0.81
62612,72505,0.85
63782,65509,1.0
64427,11800,0.81
64427,72505,0.85
64641,35674,1.0
64874,31750,1.0
64880,31750,0.98
66120,83078,0.86
67425,13785,1.0
68733,35342,0.93
68920,35674,1.0
69166,69167,0.8
69194,75868,1.0
69355,37691,1.0
70733,86995,1.0
71180,92942,0.88
71969,92942,1.0
73074,86995,1.0
73091,46257,0.86
73751,29124,0.85
76519,7121,0.82
76522,7121,0.82
76627,86995,0.82
76948,46260,1.0
76987,46257,1.0
77730,11800,0.81
77730,72505,0.85
80986,11800,0.81
80986,20596,0.85
80986,72505,0.85
80986,79374,0.85
80986,86995,0.82
82733,11800,0.81
82733,20596,0.85
82733,72505,0.85
82733,79374,0.85
82733,86995,0.82
83167,66015,1.0
83496,23554,1.0
84051,11800,0.81
84051,25127,0.81
84051,72505,0.85
84229,6757,1.0
84699,66015,1.0
84869,20515,1.0
85161,52093,1.0
43796,46223,0.92
43797,46223,0.92
46296,28737,0.86
51475,39476,0.95
220,31299,1.0
330,29555,1.0
380,45343,1.0
467,94453,0.85
712,28455,0.88
828,4436,1.0
853,38529,0.89
1177,83662,1.0
1668,29471,1.0
1712,29155,0.85
2372,76307,0.83
2441,70744,0.92
2547,31299,1.0
2605,45978,1.0
2606,45978,1.0
2804,16645,0.87
3087,71070,1.0
5357,70744,0.8
5522,79300,1.0
5992,89767,0.92
6102,86070,1.0
6201,45177,0.91
6369,7653,1.0
6441,13911,0.8
6556,7653,0.89
6577,71070,1.0
6632,47025,1.0
7299,49293,1.0
7403,87036,1.0
7483,39149,0.86
7525,43677,1.0
7908,27842,0.8
8079,45147,1.0
8285,24200,1.0
8409,44139,1.0
8409,45343,1.0
8444,84420,0.8
8528,34544,1.0
9051,43564,1.0
9527,39006,1.0
9761,47025,0.8
9810,57455,0.82
9831,83111,0.82
9915,13911,0.8
9958,8955,1.0
10054,45147,1.0
10193,75250,1.0
10330,24200,1.0
10492,33904,1.0
10551,89767,0.92
10874,17560,1.0
11073,86070,1.0
11197,88061,1.0
11230,61032,0.86
11585,73789,1.0
12831,27457,1.0
13031,83124,1.0
13664,8955,1.0
13814,10521,1.0
14075,30727,1.0
14247,83111,0.82
14470,1563,0.89
16304,33605,0.88
16423,87532,0.82
16460,43498,0.83
16490,33605,0.88
17177,4594,0.96
17804,38002,1.0
17925,4451,0.8
18972,14195,1.0
19264,14016,1.0
21449,30169,0.8
21706,30169,1.0
21970,53446,1.0
22200,60185,1.0
22533,60185,1.0
22900,25840,0.93
22936,1353,1.0
23157,24573,1.0
23236,28464,0.8
23236,78933,0.8
23295,59880,0.87
23389,1563,0.92
23438,30169,0.8
23457,11129,1.0
23527,59880,0.87
23786,77385,1.0
24109,43624,0.8
25912,80776,1.0
27286,31299,0.8
27864,1955,1.0
39287,55466,0.91
39709,30703,1.0
39712,77931,1.0
40046,13539,0.82
40097,58600,1.0
40155,77931,1.0
40249,44300,1.0
40370,60888,1.0
40478,73488,0.83
41275,58600,1.0
42683,81225,1.0
44602,81225,0.94
46605,49235,1.0
46606,49235,1.0
46871,26363,1.0
47050,26363,1.0
47312,67193,1.0
48357,57124,1.0
48364,57124,1.0
48450,92217,1.0
48995,21825,1.0
49361,18867,1.0
49473,74842,1.0
49476,74842,0.95
49883,92533,0.89
52379,91120,1.0
54581,58715,0.85
54846,1575,1.0
55023,54204,0.88
55500,31460,1.0
55685,62197,1.0
55815,21738,1.0
55897,72291,0.85
56219,54732,1.0
56533,12580,0.8
57561,82420,1.0
57847,54143,1.0
58367,54143,1.0
58379,3687,1.0
58388,70913,0.83
58446,79504,0.88
58498,26692,0.83
58691,54732,1.0
58764,58715,0.88
58889,25015,1.0
59123,93640,1.0
59961,80870,1.0
60376,10202,1.0
60515,93640,0.87
61060,79504,1.0
61339,6188,1.0
61547,58862,0.84
62182,57941,0.87
62284,24549,0.85
62825,35972,1.0
62878,17618,0.8
63091,23445,0.81
63277,82941,1.0
63761,25170,1.0
64011,62727,1.0
64065,49337,0.89
64195,89512,0.82
64254,41003,0.91
64343,10202,0.87
64748,34742,1.0
65157,75766,1.0
65188,4663,1.0
65291,69448,0.86
65292,69448,0.86
65423,67429,0.88
65467,24549,0.85
65683,67312,1.0
65784,36898,1.0
65841,26769,0.86
65992,35177,0.81
65996,683,0.82
65997,35177,0.85
66011,65346,1.0
66510,49337,1.0
66625,67312,1.0
66765,74392,0.92
67012,39971,1.0
67018,17618,0.8
67065,39971,0.87
67066,69092,1.0
67236,26460,1.0
67393,37773,1.0
67399,37773,0.88
67611,52615,1.0
68114,87565,1.0
68117,34742,0.86
68120,77099,0.9
68368,4663,1.0
68721,51193,1.0
69032,32373,0.92
69195,46702,0.84
69295,36898,0.86
69686,66732,1.0
70048,82493,0.81
70115,52762,0.87
70325,84750,0.89
70375,43016,1.0
70380,43016,0.86
70448,62655,0.8
70477,32483,1.0
70510,69092,1.0
71078,71415,1.0
71084,71415,0.86
71150,65346,1.0
71192,9099,0.95
71223,23340,0.8
71316,11279,1.0
71377,27136,0.82
71709,30344,0.84
72427,1568,1.0
72762,79960,1.0
72809,54445,1.0
72852,12338,1.0
72886,40840,1.0
72893,84750,1.0
73391,8871,1.0
73642,89512,0.82
74055,36724,0.88
74260,39418,0.86
74458,26216,0.86
74482,36724,1.0
74551,46702,0.81
74558,43584,1.0
74757,15345,0.86
75254,68146,0.81
75366,90271,1.0
75370,62655,0.8
75375,34055,0.83
75426,11856,1.0
75426,66661,1.0
75457,58336,1.0
75904,29624,1.0
75919,29624,0.86
75960,90231,1.0
75963,90231,0.9
75995,46639,1.0
76452,1568,0.87
76453,90483,1.0
76564,38702,1.0
76654,40585,1.0
76692,26109,1.0
76908,13682,1.0
77641,3106,0.86
77741,1544,1.0
78043,67274,1.0
78093,6570,1.0
78141,37698,0.81
78141,52795,0.83
78141,58770,0.81
78141,93305,0.83
78147,38648,0.83
78251,92291,1.0
78308,24374,0.85
78544,66732,1.0
78548,24769,1.0
78655,4064,1.0
78715,4458,0.88
78771,61989,1.0
78979,85141,0.86
78979,90047,0.82
79036,89512,1.0
79468,36382,1.0
79733,16072,1.0
79735,16072,1.0
79952,90483,1.0
80020,36382,1.0
80032,13334,1.0
80098,32120,1.0
80239,6570,0.87
80504,57690,1.0
80592,29142,0.87
80786,33033,1.0
80887,40664,0.8
80962,67274,0.88
81112,92291,1.0
81258,19894,0.88
81399,20013,1.0
81832,93999,0.85
82226,73708,0.85
82356,23249,0.96
82428,15346,1.0
82529,32120,0.86
82625,3221,0.83
82625,80806,1.0
82707,62210,0.89
83066,40276,0.83
83516,40276,0.83
83607,24659,0.87
83801,24659,1.0
84327,35389,1.0
84491,6554,1.0
84681,35389,1.0
84772,2,1.0
84773,2,1.0
85358,41075,0.8
85399,36725,0.92
85634,29869,1.0
85642,6554,1.0
85675,18868,0.86
86072,53881,0.86
86348,10868,1.0
86386,79858,1.0
86415,71410,0.8
86441,41165,1.0
86694,43232,0.87
86717,57628,1.0
263,16957,1.0
263,17504,0.83
263,22508,0.8
263,28987,0.8
263,58406,0.87
2093,92107,0.83
7369,7683,0.85
8870,32024,0.97
9742,59557,1.0
14437,71635,0.87
14519,59018,1.0
21615,35701,0.93
28674,1640,1.0
31490,62267,1.0
88309,85922,0.88
91541,8009,0.89
91541,34529,0.82
91542,8009,1.0
91542,34529,0.82
98479,53642,0.89
64,49463,1.0
617,21669,0.95
780,64767,1.0
2998,72909,1.0
3849,72909,1.0
3975,21669,0.95
4765,28759,0.83
6800,90283,1.0
7548,4362,0.9
9816,92472,0.9
10268,90283,1.0
12532,63043,0.93
13334,63043,1.0
15287,57665,1.0
16123,57665,0.93
16489,67264,0.9
17085,46784,0.88
17666,46784,0.88
20173,86970,1.0
20879,6145,1.0
21222,81122,0.93
25418,81285,0.9
55406,22025,1.0
55503,79405,1.0
55592,21444,0.87
55592,52422,1.0
55620,83072,1.0
57098,80263,1.0
57230,52422,0.81
57301,27420,1.0
57952,22952,1.0
58281,52422,0.81
58773,83072,1.0
58791,559,1.0
60154,24330,1.0
60161,24330,1.0
60345,27356,0.86
60609,43793,1.0
60910,18219,0.89
61243,15425,1.0
61532,41593,1.0
62060,1433,1.0
62791,43793,1.0
63187,35040,1.0
63928,40817,0.86
64265,21473,1.0
64519,27420,0.8
65454,86747,0.8
66097,50040,0.82
66163,6756,1.0
66569,7722,1.0
66605,75210,0.95
67336,93752,0.93
69524,7674,0.81
69546,1241,0.92
69759,25212,0.91
69765,25212,1.0
69991,6202,0.92
69991,39247,0.88
70246,7674,0.81
70964,6735,1.0
71161,42899,0.92
73821,73540,0.82
73825,73540,1.0
76095,4217,1.0
77852,39620,1.0
78109,40790,0.8
78768,66799,0.81
81111,86747,0.8
81408,38137,0.8
82175,84174,1.0
82582,48599,1.0
82610,48599,1.0
83202,91408,0.95
83478,84464,1.0
84656,38137,0.8
85221,84797,0.91
85744,84797,1.0
86124,47466,1.0
39309,5167,0.82
39524,87724,1.0
39535,89007,0.85
39561,27023,1.0
41676,60,1.0
41755,60,1.0
42407,68059,0.82
42523,85631,1.0
42582,35683,0.83
42901,82071,1.0
43362,38695,1.0
43409,87660,1.0
43510,1492,1.0
44176,54151,1.0
45083,26158,1.0
45234,67238,1.0
45395,17780,1.0
45762,67238,1.0
45825,64261,1.0
46053,47415,0.91
46111,35683,0.83
46620,26158,0.95
46745,9412,1.0
47229,36541,0.88
47758,74071,1.0
47912,27685,0.92
47950,64261,1.0
48187,91594,1.0
48292,60466,0.8
48937,74147,1.0
49949,65733,0.81
50291,47415,0.88
50338,32668,1.0
51161,69133,1.0
51644,58216,1.0
53262,31591,1.0
53621,15948,0.91
54427,87880,1.0
791,53145,0.92
5416,13287,0.9
12236,81093,1.0
13740,8397,1.0
16056,82251,1.0
20863,64275,1.0
21664,64275,1.0
22137,81551,1.0
24744,81551,1.0
86977,1636,1.0
87211,78609,0.95
87244,78609,1.0
87429,17532,0.81
87429,93363,1.0
87430,17532,0.8
87430,93363,1.0
87570,57254,0.96
87588,3909,0.92
87700,11032,1.0
87781,55153,1.0
87816,92433,1.0
88037,94065,1.0
88044,81410,0.81
88099,46146,0.87
88100,46146,0.87
88119,48289,0.8
88476,55767,0.95
88523,90246,0.8
88801,2019,1.0
88862,34924,1.0
88889,64525,1.0
89046,17532,1.0
89146,17532,1.0
89231,2906,0.84
89470,94325,0.94
89518,3563,0.8
89518,70679,0.9
89610,65997,0.95
89611,65997,0.95
89626,16321,0.8
89626,92012,0.8
89919,86291,0.9
89981,75026,1.0
89982,75026,0.95
90317,32525,1.0
90361,52645,1.0
90364,52645,1.0
90607,67621,0.9
90670,47471,0.97
90711,87830,1.0
90757,80101,0.8
90831,69036,0.97
91076,67724,1.0
91304,60657,1.0
91316,13861,1.0
91336,87830,1.0
91340,79949,0.98
91421,60657,0.92
91558,27288,1.0
91561,13861,0.96
91878,15720,0.92
91975,2906,1.0
92039,32311,1.0
92051,32311,1.0
92177,75616,0.8
92190,80225,1.0
92644,92554,0.9
92680,53464,0.81
92728,32525,1.0
92779,35694,0.91
92830,75616,1.0
93114,11866,0.93
93317,4235,1.0
93360,26821,0.96
93378,25870,0.88
93655,75616,0.94
93659,13307,0.83
93698,13929,1.0
93751,72282,1.0
94155,84484,1.0
94681,11866,0.93
94823,10377,1.0
94855,24441,1.0
95180,78704,0.8
95340,77769,0.96
95454,21929,1.0
96201,24441,1.0
96220,78704,0.8
96312,56578,1.0
96708,75139,0.83
96730,62447,1.0
96796,71796,1.0
96993,82903,1.0
98041,73491,1.0
54613,50438,1.0
54827,86206,0.87
54828,86206,1.0
55721,20022,1.0
56132,25464,0.8
56651,42999,0.94
56653,42999,0.88
58222,35321,1.0
58689,35321,0.91
58915,20022,0.81
61645,34680,0.93
63100,27832,0.93
63746,1225,1.0
64306,15229,1.0
65154,16363,0.8
65154,48241,1.0
65699,47153,1.0
65753,1225,0.89
67614,15229,0.93
68904,16086,1.0
69192,3378,0.87
69702,50451,1.0
70090,34036,1.0
70097,3668,0.93
71645,65163,1.0
72754,86437,1.0
74280,47341,1.0
75578,89580,1.0
75813,76871,1.0
75825,76871,0.9
76130,71245,1.0
78564,89580,0.93
79521,35334,0.8
81359,52518,0.82
81706,20464,1.0
83232,35334,0.8
84315,17519,0.8
84317,84479,1.0
84500,70174,0.88
85247,7935,0.91
85547,41015,1.0
86784,65163,1.0
55040,72086,0.89
55041,72086,1.0
55200,39332,1.0
55724,17800,1.0
56423,26357,1.0
56429,26357,1.0
56545,40326,0.88
56883,63742,0.85
56942,2410,1.0
56997,73345,0.89
57103,63644,0.93
57204,63742,0.85
57208,63742,0.85
57530,56017,0.86
58216,40326,0.83
58231,12232,1.0
58404,48207,0.92
58775,67058,0.88
58799,8302,0.91
58883,26357,1.0
59086,22090,1.0
59256,55621,0.86
59468,43000,1.0
59506,48705,1.0
60172,11651,1.0
60270,29584,0.83
60472,33375,1.0
60782,46034,0.83
60782,58778,0.81
60782,74492,0.81
60782,86522,0.81
61312,2410,1.0
61550,5658,0.87
61558,50598,0.88
61563,50598,0.88
61589,55621,0.86
63447,58998,0.87
63661,70820,0.8
63779,151,0.85
63898,86026,0.8
63919,33375,1.0
64170,70954,1.0
64179,63742,0.87
64202,28658,0.84
64311,58778,0.81
64690,69389,0.87
64739,21847,1.0
65769,4885,1.0
66157,67937,1.0
67394,77448,0.87
67447,77448,0.8
67796,58998,0.94
67890,71393,0.9
68020,9071,0.8
68614,70954,0.86
68788,28658,1.0
68967,50524,0.85
69154,26728,1.0
69382,78912,1.0
69697,9071,0.8
69718,53129,1.0
69721,64519,0.83
69742,64519,0.83
69980,63742,0.8
70355,1501,0.91
70430,79012,0.86
70431,79012,1.0
71102,63742,0.8
71813,31808,0.87
72324,44520,1.0
72753,70820,0.92
72905,59445,1.0
73652,74419,1.0
73655,74419,1.0
74627,88931,0.98
75369,30083,1.0
75811,54520,1.0
76526,11870,0.87
76940,26728,0.87
77655,18020,0.87
78707,6906,1.0
78827,62332,0.83
78880,884,0.85
78894,21198,0.91
79222,70636,0.82
79618,42336,1.0
79623,85238,0.84
80647,49738,0.8
80795,22197,1.0
80943,11606,1.0
80965,6565,0.85
81078,13994,0.85
81123,6565,0.88
81225,49738,1.0
81315,23525,0.91
81861,70636,0.82
81985,63886,1.0
82169,42336,0.85
82876,61551,0.85
83373,49738,1.0
83632,45862,0.82
83829,21370,1.0
83865,40757,1.0
84350,45426,1.0
84391,70481,0.8
85252,40757,0.87
85754,85317,1.0
87651,52242,0.92
87440,19659,1.0
87577,49123,0.88
87844,57208,1.0
88077,57208,0.86
88313,12871,1.0
88314,12871,1.0
88458,93156,1.0
88508,41748,0.8
88528,84476,1.0
88567,41748,0.8
88573,59008,1.0
88590,94141,1.0
88709,19659,1.0
88953,90010,1.0
89064,11868,0.97
89389,5895,1.0
89847,93112,1.0
90148,9142,1.0
90261,21105,1.0
90539,43865,0.91
90540,43865,0.94
91015,43627,1.0
91113,30996,1.0
91253,10651,0.95
91761,85493,1.0
91934,58355,0.88
91935,58355,0.88
91952,72456,0.93
92248,25914,1.0
92335,22122,1.0
92605,12943,1.0
92766,73069,1.0
92824,35574,0.93
92996,40493,1.0
93200,88602,1.0
93303,73069,0.92
93480,20660,1.0
93529,76767,0.85
93645,20418,1.0
93753,40049,0.97
93832,41748,0.8
93891,82744,1.0
95219,29538,1.0
95258,20418,0.88
95334,73289,1.0
95805,29538,0.81
96050,630,1.0
96060,28936,0.83
96456,59060,1.0
96468,4166,1.0
96618,73464,1.0
96899,76767,0.85
96910,15855,1.0
97192,71366,1.0
97555,75046,1.0
97925,630,0.92
98137,5636,0.82
98137,45528,0.85
98212,75046,0.93
98226,75046,0.93
98230,5636,0.82
98230,45528,1.0
98277,41700,1.0
98462,62035,1.0
57028,30484,1.0
60032,75251,1.0
62461,75251,0.94
63308,30484,1.0
65308,90929,1.0
65957,10516,0.91
69341,93064,0.83
71757,39055,1.0
73090,87382,1.0
75921,58412,1.0
80131,67055,0.89
83138,39055,1.0
83138,49992,0.83
83764,77005,1.0
83775,77005,1.0
84629,88376,1.0
92865,41863,0.95
95394,93980,0.94
28897,37096,1.0
29501,26434,0.95
29775,6179,0.94
29777,6179,0.88
30160,82398,1.0
34672,84482,0.9
39199,15876,0.8
39447,89051,1.0
39634,33220,0.95
39702,31665,1.0
39838,31665,1.0
40245,36741,1.0
41052,45447,1.0
41053,45447,1.0
41219,87162,1.0
41703,94411,1.0
41708,59350,1.0
42145,36651,0.95
42210,14584,1.0
42210,65170,0.8
42210,70438,0.8
42241,84720,1.0
42323,3381,0.95
42363,84720,1.0
42371,29574,0.92
42385,21409,1.0
42758,21409,1.0
42816,87162,1.0
43012,51306,0.82
43312,25082,0.81
43513,10781,1.0
44072,55956,0.91
44094,21141,0.85
44149,58188,1.0
44237,55596,0.83
44306,88034,0.95
44672,65170,1.0
44672,70438,0.8
45183,62121,1.0
45200,58188,1.0
45456,70263,1.0
45512,65170,0.93
45512,70438,0.8
45540,62121,0.93
45551,56546,0.84
45637,37652,1.0
45956,50644,1.0
46047,86870,1.0
46371,59519,1.0
46486,32003,1.0
46518,70606,1.0
46536,23641,1.0
46911,65170,0.8
46911,70438,0.8
46926,5806,0.94
47334,67019,1.0
47494,65788,1.0
47765,78507,1.0
48179,14080,0.9
48467,65452,1.0
48678,70606,1.0
48919,65170,0.8
48919,70438,0.93
49223,51280,1.0
49702,78507,0.95
50870,1510,1.0
51413,20195,1.0
51494,88215,0.93
52787,20195,1.0
53030,67815,0.86
53059,46334,0.8
54126,62950,1.0
54229,5196,0.97
54404,77933,0.88
39526,2333,0.92
51203,43425,0.93
39864,86107,0.82
40711,45717,1.0
40828,58994,0.86
42358,94257,1.0
42406,58994,0.81
42521,45717,0.86
44301,94257,0.87
49388,55455,0.8
54198,42261,1.0
87228,78509,0.87
87404,63006,0.88
87657,63006,1.0
88429,47349,1.0
89196,87563,1.0
89218,87563,0.95
90306,65576,1.0
90307,23994,1.0
90583,80274,0.81
91130,72728,1.0
91875,23994,1.0
93691,36656,0.82
94025,36656,0.82
95780,58933,1.0
97712,92328,1.0
97744,85517,0.87
98396,29879,0.89
57137,66135,1.0
69456,51557,0.89
72470,879,0.86
72472,879,1.0
79786,54292,1.0
81981,63338,0.84
84663,53750,1.0
85858,63338,0.84
262,18378,0.9
772,76556,1.0
839,39920,0.87
2396,74572,1.0
2695,13152,0.9
2884,80047,0.95
3264,80047,1.0
3573,37513,0.83
3576,37513,1.0
4057,23882,1.0
4123,50057,0.81
5496,16495,1.0
8529,71278,0.8
15130,44576,1.0
15932,89938,1.0
16582,5481,1.0
16582,79053,0.86
17092,35582,1.0
18832,44576,0.94
19897,5481,0.83
19897,79053,0.83
24909,85580,1.0
25504,85580,1.0
25835,4551,1.0
55481,47372,1.0
58563,20020,0.85
58602,47372,0.87
61652,67735,1.0
62006,20020,0.84
63785,46089,1.0
65138,30149,1.0
66220,67517,0.8
67107,15913,0.94
67716,16664,0.84
68062,67604,0.86
68069,67604,0.86
69440,42262,1.0
70350,85670,1.0
71445,70097,1.0
74394,66194,0.9
75484,42262,1.0
75874,58815,1.0
76067,63776,0.9
76384,51303,0.82
77679,66194,0.9
78524,39815,1.0
79495,28435,0.87
80066,28435,0.87
82254,3876,0.95
82660,57788,1.0
84748,69168,1.0
84750,69168,1.0
85426,32304,1.0
85427,67517,0.87
85949,38770,0.92
85949,39815,0.8
86452,73230,1.0
86735,67517,1.0
86785,45317,0.95
57383,92118,0.85
57488,52303,1.0
66176,79612,0.9
70531,79612,0.8
74096,58165,0.88
74860,64227,0.86
76083,74165,0.94
76795,74165,1.0
76832,53105,0.89
77453,31620,1.0
79030,53105,1.0
79193,80021,1.0
80838,57914,0.83
83697,43871,1.0
84241,82947,0.91
85114,43871,1.0
86181,18332,0.89
86226,83110,0.96
28599,34223,0.88
28889,23129,1.0
29831,90038,1.0
29882,69382,0.88
29883,69382,1.0
31854,91159,0.91
32032,91159,1.0
33795,3915,0.88
35327,56727,0.87
36501,21287,1.0
36572,43833,1.0
37244,22548,1.0
37293,43833,1.0
37857,57873,1.0
54886,59779,0.98
55021,73648,1.0
56138,43749,0.94
56248,53225,0.89
56411,37900,0.93
56412,37900,1.0
56484,43749,1.0
56623,49129,0.93
57113,90259,1.0
57459,40535,0.88
57790,89531,1.0
57919,40640,0.93
58820,39730,1.0
58955,40640,1.0
59315,40535,1.0
59437,68563,0.93
60285,82135,1.0
60360,90259,0.81
61247,93661,1.0
61324,36537,0.97
61555,36537,0.9
62226,82135,1.0
62993,71007,1.0
63194,71921,0.95
63967,47932,1.0
64951,8513,0.89
64977,8513,0.89
64982,93661,0.89
65436,84448,0.93
66654,71921,1.0
67159,53225,0.89
67305,2247,1.0
67437,14505,0.93
68137,89063,0.88
68397,91154,0.87
68398,93972,0.94
69140,19124,1.0
69708,34488,0.92
69920,6038,0.87
70142,44214,0.84
70264,33922,0.83
70373,48577,1.0
70539,43917,0.92
70539,57084,0.8
71233,33922,0.83
71671,40166,0.81
72134,8956,0.82
72255,23796,0.94
72879,8956,0.82
73119,72126,1.0
73170,9767,1.0
74101,91154,0.87
74228,72126,1.0
74410,84448,1.0
74675,2247,0.93
75476,2011,0.94
75650,33747,0.94
75652,33747,1.0
76357,87986,0.93
76903,9767,0.93
77352,91688,0.83
77353,91688,0.83
77363,13241,1.0
77418,42849,0.85
77425,33869,0.85
78070,15183,1.0
78901,62309,1.0
78936,52058,0.92
79658,87652,1.0
81072,68257,1.0
81631,7374,0.9
82264,15228,1.0
82366,32375,0.96
82813,33505,0.93
82829,33505,1.0
82894,87652,0.86
82943,94034,0.95
83029,71301,1.0
83199,30954,0.83
83375,26713,1.0
84412,46957,0.8
85182,19399,1.0
85302,19399,1.0
85834,94034,1.0
61580,85321,1.0
66237,38327,0.82
66557,38327,0.92
75762,13351,0.93
79259,56457,1.0
80386,35135,0.8
85224,77908,0.8
86900,85401,0.87
86900,90409,1.0
87101,43361,1.0
87116,39111,1.0
87158,55822,1.0
87169,86967,1.0
87240,38190,0.83
87465,39295,1.0
87668,32602,1.0
87716,43361,1.0
87848,84781,0.92
87898,28099,1.0
87951,90950,1.0
87972,74933,1.0
87990,84599,0.9
88007,91362,1.0
88108,32602,1.0
88160,71907,1.0
88465,2907,0.85
88576,24339,1.0
88624,57869,0.86
88767,54776,1.0
89044,60184,0.97
89107,55822,0.93
89185,85858,1.0
89347,90950,1.0
89557,71907,1.0
89834,94080,1.0
90076,86503,0.97
90077,86503,0.89
90268,24339,1.0
90287,87832,1.0
90490,47204,1.0
90492,47204,1.0
90596,79963,0.87
90784,91362,1.0
90899,33781,1.0
90965,62819,1.0
90966,62819,1.0
90980,87832,1.0
91252,94080,1.0
91360,26888,1.0
91503,32130,0.89
91645,33781,1.0
92040,81186,1.0
92702,93860,0.81
92988,2173,1.0
92989,2173,1.0
93063,84513,1.0
93364,48954,1.0
93810,81186,1.0
93872,79957,1.0
93930,60633,1.0
94055,70871,1.0
94183,38265,0.97
94259,51226,1.0
94632,84513,1.0
94688,70871,1.0
94702,78370,1.0
94714,93860,1.0
94962,90409,0.8
95200,91425,1.0
95203,91425,1.0
95338,64181,0.86
95893,59467,0.92
95951,86294,1.0
96076,17077,0.96
96093,9206,1.0
96364,12968,0.83
96382,85811,1.0
96515,79957,0.89
96805,6896,1.0
96878,9206,1.0
97122,79957,1.0
97193,88623,1.0
97220,2139,0.86
97393,4801,1.0
97819,69118,0.86
98046,85336,1.0
98305,8963,1.0
98307,23108,1.0
86920,44904,1.0
87064,23996,1.0
87332,54137,0.9
88110,20537,1.0
88502,30201,1.0
88724,38034,1.0
88763,38034,1.0
89043,8,0.85
89043,69706,1.0
89093,42675,0.85
90204,8,0.85
90339,80202,1.0
90622,88834,1.0
90665,88834,0.9
90861,20537,1.0
91176,85689,1.0
91560,10729,1.0
91753,69291,1.0
93344,41862,0.83
94644,93618,1.0
94645,93618,1.0
94873,41862,0.83
95082,62115,1.0
95303,51545,1.0
95953,34908,1.0
96599,20537,0.83
96752,9775,0.82
97334,23096,1.0
98051,20851,0.94
98454,50864,1.0
98454,82048,0.88
30646,41366,0.82
30880,21964,0.94
31940,33027,0.85
32335,41366,0.98
32406,60599,0.86
33073,53516,0.87
33447,66462,1.0
34097,45118,1.0
34580,18612,0.9
34580,39723,0.82
34989,39723,0.82
35626,33027,1.0
36119,68044,0.92
36225,32930,1.0
36440,33917,0.92
37611,3812,0.85
38503,39723,0.82
1206,32679,1.0
2517,12347,1.0
6810,58990,1.0
6820,49309,1.0
6970,12567,1.0
9632,76628,1.0
16611,82354,1.0
16904,35803,0.88
17242,89883,0.89
19852,17121,1.0
25440,46746,1.0
26721,20922,1.0
27106,14232,1.0
27241,5382,1.0
45287,18851,1.0
46857,35292,1.0
47401,18851,1.0
47896,57055,0.92
48530,4754,0.86
54852,32019,0.93
56840,46620,0.94
56896,36229,0.87
57134,43480,0.85
57140,43480,0.96
59629,63716,1.0
59629,75930,0.8
59665,20173,0.8
59768,49719,0.8
59846,49719,0.8
59871,74688,1.0
60431,87804,0.85
60455,63716,1.0
60455,75930,0.8
60828,20173,0.8
61251,8815,0.83
63527,36229,0.87
66465,36578,1.0
67439,36578,1.0
68594,36327,0.9
70524,87197,1.0
71000,9923,0.83
72804,26602,1.0
75029,82107,1.0
75068,25907,1.0
75529,67301,1.0
76222,20502,1.0
76308,25907,0.94
77796,75930,1.0
78142,57177,0.88
78171,16867,1.0
78180,16867,0.91
