left_dataset,right_dataset,confidence_score
80420,40716,1.0
84147,5769,1.0
84823,46788,1.0
85577,84214,1.0
85594,84214,0.87
86019,6907,1.0
86067,54868,0.8
86818,54868,0.8
417,67044,1.0
1080,89251,1.0
1107,44852,1.0
1292,87308,0.89
2360,69822,0.87
2818,67044,0.82
3740,82579,1.0
4093,219,1.0
5834,54437,1.0
7337,29544,1.0
7618,3053,1.0
9997,14557,1.0
10993,92136,1.0
15817,29892,0.86
17421,56814,0.85
24094,66687,0.8
13175,9795,1.0
132,31300,1.0
201,88447,1.0
391,36403,1.0
419,70080,1.0
692,83777,0.9
782,60603,1.0
895,4616,0.91
1113,3510,1.0
1372,19929,1.0
1437,79465,0.94
1484,19929,1.0
1705,80683,0.86
1877,71755,1.0
1886,25918,0.86
1970,22708,0.83
1998,30045,0.85
2045,86841,0.9
2046,86841,1.0
2073,22708,0.83
2456,60603,1.0
2487,38558,1.0
2855,33776,0.94
3017,68252,1.0
3163,74153,0.89
3488,40355,0.89
3669,42673,0.83
3695,40355,0.8
3775,3510,1.0
3860,54526,0.84
4125,30068,0.94
4213,27520,1.0
4287,28540,1.0
4288,28540,1.0
4297,33230,1.0
4300,33230,1.0
4998,7837,0.81
4998,29522,0.93
6112,43843,1.0
6200,87405,0.82
6290,24307,0.86
6312,28627,1.0
6466,80672,1.0
6792,54798,0.84
6999,43440,0.91
7173,41207,1.0
7904,84980,0.94
8242,48967,1.0
8512,30926,1.0
9419,5957,1.0
9483,91830,1.0
9494,4313,0.95
9579,64293,1.0
9594,87405,0.82
9605,81293,0.9
9839,68889,1.0
10049,68889,1.0
10599,49663,1.0
10921,75151,1.0
10960,83524,0.89
11541,75349,0.92
11741,5957,0.94
12188,45469,0.82
12188,83680,0.94
12301,3985,0.81
12301,92317,0.92
12315,12582,1.0
12370,73355,0.94
13069,26787,1.0
13162,88464,0.88
13462,48967,0.94
14549,38443,0.89
15071,55502,1.0
15165,36798,1.0
15234,26902,0.92
15285,14209,0.83
15285,29522,0.81
15285,33676,0.8
15285,56016,0.83
15285,78018,0.83
15463,42986,1.0
15594,3985,0.81
15594,92317,0.97
15754,30492,1.0
16230,74754,0.94
16231,74754,1.0
16237,26622,1.0
17477,14209,0.8
17477,29522,0.83
17477,33676,0.8
17477,56016,0.8
17477,78018,0.8
17697,85422,1.0
17708,85422,1.0
17736,11425,0.83
17761,159,1.0
18065,8015,1.0
18123,159,1.0
18246,56168,1.0
18290,40263,1.0
18669,24948,0.96
18900,64074,1.0
18971,81293,0.9
19343,40355,1.0
19916,11425,0.91
19930,54649,0.81
20269,29248,0.82
20269,40460,0.82
20269,87212,1.0
20319,82834,0.9
20699,56168,1.0
20770,87255,1.0
21231,12421,1.0
22001,63034,1.0
22050,40263,1.0
22099,11037,1.0
22476,34404,1.0
22494,16342,1.0
22494,64293,0.91
22506,16342,1.0
22506,64293,0.91
22654,53785,1.0
22852,70420,1.0
22946,43568,1.0
22970,30926,0.83
23192,61733,0.88
23192,94195,0.82
23600,61733,1.0
23969,25375,1.0
24614,16639,1.0
25602,76526,1.0
25616,82632,1.0
25806,82632,1.0
26085,47055,1.0
26169,84436,1.0
26752,68848,0.94
26940,8186,0.81
27123,44247,1.0
27196,18603,1.0
27399,87527,1.0
27763,66518,0.96
27973,72495,0.83
28238,26622,1.0
55065,28922,0.84
55416,8757,0.81
55571,3298,1.0
55710,31499,0.87
56032,80251,1.0
56180,8830,1.0
56613,3298,0.91
56678,20869,1.0
56804,28817,1.0
57198,8757,0.81
57303,9380,1.0
57470,3211,1.0
57501,12827,0.86
57518,64552,1.0
57661,6952,1.0
57973,17664,1.0
57976,17664,0.83
58186,18099,0.89
58353,21989,1.0
58443,14895,0.8
59002,12457,0.83
59174,81395,1.0
59276,19758,0.94
59714,53878,0.84
59872,14699,0.86
60234,81395,1.0
60451,40629,0.92
60816,70223,0.85
60952,64552,1.0
61188,44277,1.0
61189,44277,0.91
61448,47122,1.0
61644,12018,0.85
62323,6952,1.0
62647,65370,1.0
63805,64428,0.86
63986,28817,1.0
64334,12018,0.85
64945,29887,0.9
66985,65370,0.86
67275,7688,1.0
67600,5915,1.0
67601,5915,0.89
68092,66754,0.89
68126,66754,0.89
69006,87550,0.84
69012,67121,1.0
69352,66392,1.0
70819,12755,0.91
71182,24147,0.86
71353,11688,1.0
71656,7688,0.91
72127,72258,1.0
72305,72258,0.89
72437,2877,1.0
72648,74180,0.83
73565,71829,0.89
74502,69343,1.0
74626,71829,0.89
75221,69343,1.0
75789,91579,0.89
75900,4815,0.86
76021,53504,0.87
76027,61630,1.0
76626,91579,0.89
76647,74180,0.88
77415,77607,1.0
78126,48757,1.0
78128,48757,1.0
78324,71144,1.0
78494,53504,1.0
78514,75447,0.86
78872,70150,1.0
79183,82019,1.0
79251,5602,1.0
79885,93464,1.0
79992,82019,1.0
80958,14042,1.0
82251,12513,1.0
82251,74598,0.84
84607,49093,0.8
85159,74398,1.0
85356,29614,0.83
56822,28799,1.0
57938,40421,0.82
61152,50889,0.88
62619,76575,1.0
65171,50889,0.88
65636,10793,0.81
67861,65057,0.82
69413,86408,1.0
72073,65466,1.0
77686,21419,0.93
80426,34018,0.85
81950,21419,1.0
82462,29052,0.89
82857,2114,0.89
83550,41509,0.91
84300,29052,0.93
84397,2114,0.86
54874,48730,1.0
55220,48730,1.0
55382,67398,1.0
55392,32195,0.81
56122,57092,0.86
56440,16265,0.94
56863,44953,0.91
56964,69378,0.88
57899,49940,1.0
58174,60553,0.91
58480,32195,0.81
59037,50094,0.83
59414,25323,1.0
59414,91593,0.86
59565,51956,1.0
59572,51956,1.0
60326,37586,1.0
61124,5354,0.96
61552,5354,1.0
61608,25963,1.0
61609,85492,0.94
61978,91593,0.86
62176,35158,0.87
64593,63953,1.0
64713,86689,1.0
66202,13645,0.82
66347,41751,0.82
66530,67884,0.87
66644,32544,0.92
66894,44070,0.88
66927,46697,0.92
67700,5085,1.0
67773,44953,0.93
69779,73845,0.92
70920,69480,0.94
71313,44070,0.87
71908,70716,0.86
71945,75199,0.87
72279,92661,1.0
72280,92661,1.0
72429,91593,0.86
72758,3931,1.0
74146,54875,1.0
74147,54875,1.0
74244,57074,1.0
74315,1950,1.0
74355,39115,1.0
74405,46383,1.0
75365,90597,1.0
75812,63256,1.0
75962,46383,0.95
76073,68014,1.0
76422,74204,1.0
76425,74204,1.0
76930,63256,0.84
77840,86033,0.87
77845,86033,1.0
78273,53510,0.87
78592,41836,0.87
78638,5515,1.0
78638,91593,0.86
78914,32017,0.87
79198,90597,0.93
79699,50413,1.0
79910,41114,1.0
80408,17891,1.0
80597,26525,1.0
81987,5305,1.0
82001,5305,0.9
82242,14413,1.0
82528,85628,1.0
82772,76064,1.0
82798,18826,1.0
83288,76244,0.84
83322,76244,0.84
83385,84350,0.84
83656,18826,0.92
84110,14413,0.87
85264,94539,1.0
85512,67893,1.0
85621,67893,0.87
85799,85628,1.0
86066,31345,0.84
86421,51249,0.95
57304,56563,1.0
70907,70176,1.0
70908,70176,1.0
76508,17211,0.88
79644,78735,1.0
80024,17211,1.0
80258,17403,1.0
80272,17403,1.0
82188,72594,1.0
83522,82277,0.9
84646,68376,0.91
84745,72594,1.0
55031,317,0.82
55174,317,0.82
57118,12109,1.0
57133,27717,1.0
58295,27717,1.0
59679,20476,0.89
59682,20476,0.89
62387,52247,1.0
68223,22114,0.81
68230,22114,0.8
69911,66349,1.0
70327,91663,0.85
70427,64316,1.0
70958,17737,1.0
71198,4919,1.0
71327,69746,1.0
71561,9708,1.0
72291,9407,1.0
72495,58685,0.93
73103,66349,1.0
73282,71778,0.87
73382,66341,0.86
73432,87561,1.0
74738,66341,1.0
75077,17737,1.0
76507,9407,1.0
77687,45632,0.82
77765,45632,0.82
77894,58143,0.8
77982,70748,1.0
78065,94035,1.0
78589,1929,1.0
79016,1929,1.0
80191,11187,1.0
80451,39965,0.94
81091,6170,1.0
81524,89442,1.0
81774,86042,1.0
82035,50517,1.0
82111,41516,0.8
82179,27295,0.89
82444,20240,0.91
82451,20240,0.91
82594,37379,1.0
83087,70748,1.0
83128,6679,0.95
83312,6170,0.94
83519,43680,1.0
84392,78880,0.89
84580,29557,0.88
84843,41516,0.8
84892,85312,1.0
84999,36356,0.98
85353,29550,1.0
85732,29550,0.81
85873,41516,0.8
637,11096,1.0
1081,86878,0.89
2763,27333,0.94
2871,52589,0.8
3121,65119,0.81
3713,9832,0.89
4346,91122,1.0
5158,69396,1.0
5430,30564,0.83
5631,93606,0.89
7282,39153,1.0
7550,88773,0.89
7686,62291,0.89
7688,62291,1.0
7940,82978,0.89
8154,87612,0.89
8386,55297,0.89
8481,30564,0.85
8481,66262,0.89
10391,30564,0.85
10827,9832,0.89
11449,82978,0.83
11589,13206,1.0
11706,35119,0.93
12044,30564,0.81
12044,66262,0.83
12046,30564,0.85
12806,30564,0.85
13223,17657,0.83
13369,30564,0.83
13436,88773,0.89
13568,39888,0.82
13568,43442,1.0
13650,39346,0.8
13651,39346,0.8
15543,30564,0.83
15857,30564,0.85
16234,30564,0.85
17348,30564,0.83
17348,52479,0.89
17724,30564,0.85
17724,66041,0.89
17725,30564,0.85
17725,66041,0.89
20000,30564,0.83
20001,30564,0.83
20231,43442,0.89
21160,3341,0.89
21478,42313,1.0
21532,74380,0.88
21721,29496,0.84
21753,30564,0.83
21753,72045,0.89
21962,35465,1.0
23076,9174,0.89
23372,64546,0.89
23491,31277,0.89
24039,29663,1.0
24115,44191,0.89
24117,44191,0.89
24284,3341,1.0
25207,29663,1.0
25976,40553,0.89
26462,29611,0.84
27117,42491,0.89
27717,55680,0.98
27722,19059,0.97
475,15000,1.0
2314,93197,1.0
5110,46855,0.97
5897,7885,1.0
6742,21763,1.0
7133,38347,0.95
8903,76967,0.9
8974,18218,1.0
9457,8524,1.0
10084,1598,1.0
11882,20781,1.0
11950,49769,0.83
12414,47764,1.0
13488,38347,0.83
14362,44196,1.0
14764,60555,1.0
15032,60555,1.0
15060,42387,1.0
15715,50518,1.0
16049,38827,0.88
16376,42387,0.81
16381,32799,1.0
16502,65494,0.93
16562,74113,0.96
16563,74113,1.0
16708,32799,1.0
16787,18330,1.0
17053,22689,1.0
17693,81614,0.9
17974,22689,1.0
18554,86786,0.86
19208,11505,1.0
22805,25925,1.0
24952,42304,1.0
24992,2730,1.0
24992,38347,0.8
25252,31582,0.8
27326,90386,1.0
27799,35547,1.0
27986,42767,0.83
27990,72090,0.8
28260,38581,1.0
28325,40210,1.0
54637,63811,1.0
55233,50003,0.93
55648,61477,1.0
56237,85679,1.0
56278,66771,1.0
56375,67914,1.0
56531,39837,0.95
56912,50782,1.0
56918,50782,0.86
57061,11397,1.0
57062,11397,1.0
57064,38091,0.89
57185,69705,1.0
57203,38091,0.89
57224,79885,0.85
57895,70119,1.0
58201,61477,0.94
58666,5410,1.0
59025,5410,0.92
59624,23752,0.83
59639,66771,0.94
59820,18192,1.0
59829,18192,0.94
60443,70119,0.94
60613,50770,1.0
60895,87112,1.0
61140,87112,1.0
61213,54504,1.0
62037,23752,0.83
62773,7169,1.0
62870,50770,0.94
63228,23376,1.0
63678,93959,0.92
64996,73195,1.0
64999,8328,1.0
65196,87843,0.9
65327,23512,1.0
66131,87843,1.0
67442,23376,1.0
67465,71255,1.0
67469,71255,1.0
67666,34163,1.0
67669,34163,1.0
67866,88142,1.0
68035,69027,0.86
68116,69027,0.86
68250,907,1.0
69037,70709,0.8
69039,70709,1.0
69356,45464,0.95
70399,23353,0.91
70410,23353,1.0
71529,19193,0.88
72022,28308,0.92
73368,40164,1.0
73795,20666,1.0
73893,88142,0.94
73967,63384,1.0
74153,84037,1.0
75045,74430,0.81
75240,81309,0.85
76602,21028,1.0
76623,58376,1.0
76643,19269,1.0
78347,74430,0.81
78560,81155,1.0
81247,87439,0.85
81248,87439,1.0
82946,26655,0.9
83294,83997,1.0
83630,25040,1.0
54571,51011,0.94
55497,18874,0.86
56142,82706,0.96
56376,29723,1.0
56425,60610,0.84
56556,74243,1.0
56570,6251,1.0
57161,27233,0.86
59501,48561,1.0
60826,88770,0.88
60888,49322,0.8
61062,4666,1.0
62949,89678,1.0
62950,89678,0.86
63184,29723,1.0
63685,74086,0.87
64740,52074,1.0
65108,29156,0.85
65229,28142,0.82
65266,53253,1.0
65483,71750,0.88
65842,94009,0.93
66245,71750,0.83
67022,53253,0.96
67404,91967,0.87
69086,27074,1.0
69286,63014,1.0
70561,76521,1.0
70850,63685,0.92
71057,42294,0.83
71057,81637,0.83
71080,59040,0.93
71085,59040,1.0
71523,63685,1.0
71859,48620,1.0
71959,69668,0.88
72186,42382,0.82
73969,15188,1.0
74207,8136,1.0
74645,76521,1.0
74768,30298,1.0
74973,56791,1.0
75072,61836,0.89
77449,67105,0.96
77461,55923,1.0
77785,13249,1.0
78302,55923,0.88
78453,21193,0.81
78588,69068,1.0
79288,64280,0.84
79293,64280,0.84
79691,43956,0.81
80622,25214,0.8
80622,28142,1.0
80913,75723,0.86
82501,7590,0.81
84754,259,0.87
85007,75937,1.0
85867,43375,1.0
86406,48930,1.0
55421,32011,0.93
57078,75390,0.85
57509,9195,1.0
58433,39480,1.0
59289,34649,1.0
59868,32274,0.93
64960,15893,1.0
66252,32274,1.0
67462,64484,0.94
70227,64484,1.0
70565,18870,1.0
71208,35497,0.91
71684,35399,1.0
73297,37275,0.88
74517,19058,1.0
74772,35399,1.0
74956,1482,0.83
75242,51861,1.0
75355,24652,0.94
76653,24652,1.0
76775,41303,0.87
78097,43324,1.0
78240,54044,1.0
79944,54044,1.0
81172,66158,0.93
82142,19058,0.83
84726,73199,1.0
84906,75714,0.88
86207,16569,0.9
175,83290,1.0
176,83290,1.0
372,33841,1.0
1028,16776,1.0
3935,39246,0.86
5948,88097,1.0
6514,88097,1.0
7919,1703,0.88
8311,91582,0.89
8689,49839,1.0
9664,39246,0.86
11498,35606,1.0
12021,64748,0.87
14164,32401,0.89
15125,91582,0.89
16278,25049,0.89
18176,25049,0.89
18477,62196,0.93
22291,5760,1.0
23322,57683,1.0
23422,36795,1.0
25320,40373,0.96
25936,87430,0.92
26435,21827,0.89
26543,40373,0.88
86968,12324,0.83
87075,8292,0.93
87223,48637,0.83
87223,79958,0.8
87224,48637,0.83
87224,79958,0.8
87687,20391,1.0
87766,37067,1.0
88284,74811,1.0
88394,77801,1.0
88660,86225,1.0
88731,77801,1.0
88765,57231,0.98
88766,57231,1.0
90559,18150,0.95
90976,45476,1.0
91128,19497,1.0
91404,60205,1.0
91624,59214,1.0
91625,59214,1.0
92289,52826,1.0
92562,25155,1.0
92774,51181,1.0
92780,37322,1.0
92877,61915,1.0
93065,54721,0.93
93066,54721,0.93
94460,74551,1.0
94715,23663,1.0
95489,88972,1.0
95564,66528,1.0
96141,74551,1.0
96927,84399,0.86
97632,85126,1.0
97843,6504,0.88
98450,47202,1.0
55534,77423,1.0
56201,36576,1.0
56436,69867,0.87
57029,89437,1.0
57798,68255,0.93
57799,68255,0.93
59023,48317,1.0
61600,18171,0.95
61601,18171,1.0
61823,56284,0.88
62707,47788,0.82
64240,50358,1.0
65186,56284,0.88
65376,25262,1.0
65385,25262,1.0
65663,8683,0.85
67008,45997,0.97
67297,45997,0.97
67529,16838,1.0
67549,16838,1.0
67665,16438,0.87
69374,51352,0.89
69870,18922,1.0
70153,66290,1.0
70595,7561,1.0
70686,47573,1.0
70690,47573,1.0
71039,18922,0.89
71205,5873,1.0
71328,56450,0.9
71822,62960,0.87
72078,14252,0.95
72078,68742,0.81
72097,81049,1.0
72576,6794,1.0
74300,30559,0.88
74436,30559,0.88
74776,7561,1.0
75293,27447,1.0
75391,60565,1.0
75435,51047,1.0
75951,4967,0.88
76030,51047,1.0
76365,70969,0.9
77113,23274,0.8
77153,59398,0.86
77933,75859,1.0
78450,14252,0.84
78890,4967,0.88
80459,34499,1.0
80672,86606,0.84
80673,86606,1.0
80881,50741,1.0
81179,57740,1.0
81375,882,0.91
81750,67529,1.0
83056,92452,0.87
83501,90606,0.92
83542,58672,0.82
84807,77764,0.87
85189,7336,1.0
85190,7336,1.0
85219,72033,1.0
85315,22159,1.0
86013,65973,0.84
86098,50741,1.0
86102,77764,1.0
86347,20284,1.0
86568,69155,1.0
84938,29208,1.0
58043,3270,1.0
59265,4520,0.86
59524,31725,1.0
60202,4520,1.0
61133,8580,1.0
61881,90952,1.0
62834,90388,0.83
66586,29126,0.8
66672,77823,1.0
67507,90388,0.94
67512,77823,1.0
68027,8101,0.93
68383,29126,0.8
69042,8101,1.0
71033,58536,0.97
71869,52395,1.0
72529,85430,0.9
72957,22728,0.97
72958,22728,0.9
73428,24813,1.0
76394,73494,1.0
76395,73494,0.92
76496,58536,0.87
78817,51102,0.91
79331,83188,0.84
80263,24813,0.8
81929,83188,0.84
83711,5065,0.9
85009,31271,0.88
85110,18406,1.0
86482,46770,0.92
86512,63564,0.92
86905,43869,1.0
87006,77454,1.0
87047,72557,1.0
87142,12509,1.0
87285,10923,0.86
87286,10923,1.0
87537,28561,1.0
87772,69292,1.0
87927,8751,1.0
87953,90337,0.81
87968,86821,0.94
88152,42342,1.0
88228,90337,0.88
88579,11719,1.0
88888,28561,0.9
89416,37963,0.86
89543,42342,0.93
89576,84089,0.92
89826,70248,0.93
89918,91110,1.0
89940,52497,1.0
89941,52497,1.0
90220,92632,1.0
90226,35101,1.0
90349,84866,0.9
90350,84866,1.0
90410,48939,1.0
90643,93539,0.8
90644,93539,0.8
90722,66714,1.0
90989,61713,1.0
90993,61713,0.93
91115,90912,1.0
91637,38771,1.0
91732,59631,1.0
91771,92632,0.8
91802,47650,0.8
91946,6332,1.0
91961,48939,0.8
92063,31024,1.0
92124,32137,1.0
92128,32137,0.89
92154,14981,1.0
92858,90912,0.9
92879,89952,0.91
92880,89952,1.0
93232,55725,0.95
93252,34920,0.86
93717,6332,1.0
93744,76250,1.0
93761,76250,0.93
94041,80337,0.92
94252,17763,1.0
94310,83496,0.82
94507,47021,0.92
94508,47021,1.0
94664,78284,1.0
95287,21452,0.93
96374,9878,1.0
96725,22801,0.86
96941,92632,0.8
96973,9878,0.85
97227,55725,0.95
97228,22801,0.86
97320,47008,1.0
97384,44665,0.92
97390,94240,1.0
97510,91523,1.0
97728,45974,0.92
98122,74962,0.86
39035,59384,0.89
39538,59384,0.89
40807,82583,0.94
41101,82583,1.0
41408,12451,0.88
42398,59455,0.93
43242,12451,0.88
43373,12627,0.86
44156,84219,0.96
44627,32609,1.0
45307,16869,0.94
46417,62207,1.0
46762,48557,0.82
48143,41833,1.0
51894,59875,0.9
52196,35439,1.0
53057,331,0.8
53239,77112,1.0
55426,76855,1.0
55430,76855,0.88
55595,92458,1.0
55600,92458,1.0
56151,50949,0.86
56421,83795,1.0
56752,19866,0.85
57197,43671,0.82
57340,10020,0.95
57344,66161,0.8
57359,27598,1.0
57454,39385,1.0
57541,42173,0.95
57780,74002,1.0
58766,50961,1.0
58849,42173,1.0
59399,4533,0.83
59518,30721,0.93
60152,17884,0.89
60157,17884,1.0
60538,27598,1.0
60594,19754,0.93
60659,30721,1.0
60718,66161,0.8
60741,49842,0.96
60977,55121,0.8
61230,37320,0.87
61411,55858,1.0
61440,39314,0.83
61562,14174,0.83
61562,82063,1.0
62336,37320,1.0
63078,55121,1.0
63282,87450,1.0
63649,45399,1.0
64511,30056,0.95
64634,78733,0.82
64799,59271,1.0
65070,37717,1.0
65879,67329,0.94
65890,10473,1.0
66080,59271,0.89
66481,37717,0.89
66721,35728,1.0
67234,9409,1.0
67453,22596,1.0
67472,22596,1.0
67511,47495,0.91
67517,47495,0.91
67647,44098,0.8
68290,27069,0.84
68708,73855,0.81
71077,64582,0.97
71081,64582,0.92
71298,33931,1.0
71306,33931,1.0
71702,35728,0.94
71848,58988,1.0
71850,58988,1.0
71927,51909,1.0
72146,51909,0.92
72238,49962,1.0
72549,27069,0.84
73095,79449,1.0
73254,65003,1.0
74915,27403,0.89
76820,29029,0.9
77373,27347,1.0
77614,2717,1.0
78269,27403,0.89
78365,2717,1.0
78404,46730,1.0
78651,27192,1.0
78672,17799,0.87
78678,17799,0.81
78964,2113,1.0
79119,45168,1.0
79120,45168,1.0
79244,39314,0.83
79387,81434,1.0
81452,27095,1.0
81667,39314,0.83
81879,24120,0.85
81881,24120,0.88
81939,15392,1.0
82611,35706,1.0
83314,51013,0.82
84279,54326,1.0
84538,77775,0.8
84751,82987,0.87
85006,37557,1.0
85582,67462,0.87
85588,67462,1.0
86015,35408,1.0
86693,21988,1.0
86802,21988,1.0
385,19980,0.88
531,16743,1.0
1361,16743,1.0
1719,51999,1.0
1815,53383,0.92
2994,59809,1.0
3529,53383,1.0
3544,73039,0.93
4978,431,1.0
4978,1438,0.92
5722,31636,1.0
6332,45667,0.82
6803,23642,1.0
6945,1923,1.0
7897,30443,1.0
8025,40352,1.0
11373,69525,0.88
12250,39204,1.0
13797,39204,1.0
15637,61471,1.0
20407,86913,0.87
22179,75888,0.94
22728,93106,1.0
25369,63398,0.88
39552,378,0.9
40717,19086,1.0
40891,78531,0.86
41835,11836,0.89
46978,48191,0.89
48243,55557,0.87
48351,4631,1.0
49503,49451,1.0
50999,72785,0.82
51376,58773,0.83
52085,93291,1.0
53153,72186,1.0
29900,18091,0.88
30719,53338,0.86
31081,62408,0.89
28481,54958,0.9
29047,2921,1.0
29118,33930,1.0
29119,33930,0.91
29465,16330,1.0
29912,92756,1.0
29913,54156,0.86
29943,39536,0.92
30072,45144,1.0
30108,92756,1.0
30253,54508,1.0
30326,54156,0.86
30707,20744,1.0
31275,6814,1.0
31324,44426,1.0
31667,1717,1.0
31746,71478,0.91
32035,45144,0.88
32605,78432,0.81
32854,51491,0.94
33280,44426,1.0
33670,78851,0.86
33671,78851,0.94
33812,80771,0.9
34435,74360,0.89
34742,4941,0.82
34924,58633,0.95
35194,72985,0.83
35379,4941,0.82
35643,4407,1.0
36193,38957,0.87
36342,30723,0.97
37804,65804,1.0
38558,59049,0.86
38622,93274,1.0
55466,91959,1.0
56761,73679,1.0
57610,69760,1.0
57936,19413,1.0
58051,75793,1.0
58881,31722,0.88
58969,69126,0.91
60751,2037,1.0
61838,2037,1.0
64380,64675,1.0
65117,46749,1.0
68602,6474,0.97
73588,41569,0.88
77446,1999,0.8
78520,9839,0.81
78669,31161,0.81
78836,15864,0.81
80367,9839,0.88
80710,87905,1.0
81972,37031,0.97
82210,15818,0.83
82903,47729,1.0
84063,66316,1.0
85568,79276,1.0
86401,76631,1.0
86595,17197,0.84
86724,63454,0.91
38992,46080,1.0
39421,68775,0.88
40153,68775,1.0
40824,68730,0.82
42811,10254,0.86
43126,67228,0.82
43192,41215,1.0
43208,7862,0.92
43716,9430,1.0
43717,9430,1.0
44839,47803,1.0
44859,49439,1.0
45025,42842,0.85
45237,7862,0.92
45451,49439,0.93
46346,7583,1.0
46352,7583,1.0
46787,58285,1.0
46787,69805,0.83
46930,42842,0.85
47195,1684,1.0
47712,10254,1.0
48115,85079,1.0
49691,37092,1.0
49986,3779,0.8
50757,16436,0.8
51011,10254,0.92
51012,26767,0.88
51674,23263,0.87
51752,56482,1.0
52951,2651,0.82
54042,28383,1.0
54161,88769,1.0
418,14644,1.0
1250,31668,1.0
1533,39358,0.88
2679,31668,0.94
2878,47451,1.0
3167,60849,1.0
3763,66237,0.94
4321,91277,0.94
4546,42636,1.0
4562,85328,0.81
6234,5697,0.8
6410,16531,1.0
6715,18385,1.0
8080,57471,0.83
8568,56801,0.89
8571,21608,0.94
10029,18385,1.0
10355,56366,1.0
11563,87607,1.0
11637,3636,1.0
12132,56801,0.89
13679,30981,1.0
14538,49378,1.0
15833,39185,0.92
16289,45554,0.8
17076,47451,1.0
17167,59444,0.8
17994,24795,1.0
18239,85847,0.83
18320,85847,0.83
18785,3764,1.0
19065,40321,0.92
19699,25854,0.83
20586,82855,0.94
20587,82855,1.0
20722,3764,0.81
20731,55368,0.85
20813,57346,0.9
21752,25854,1.0
22585,29528,1.0
22927,89884,1.0
22955,46529,1.0
22997,55368,0.96
23179,89884,1.0
23203,89881,0.89
23463,2759,1.0
24013,14264,1.0
24020,14264,0.94
24172,17049,1.0
24173,17049,1.0
24351,47451,0.82
25368,49163,0.84
25893,56342,1.0
25979,84617,0.85
26313,27174,0.95
26450,47451,0.82
26702,17863,1.0
26787,68036,1.0
26798,68036,1.0
26891,17203,1.0
27511,93916,1.0
28091,90602,0.81
31608,50452,1.0
7944,4183,1.0
11795,78307,0.95
1212,92819,0.89
1248,25198,1.0
1334,35615,1.0
1364,69903,1.0
2309,39660,1.0
4338,82343,0.91
6272,63112,1.0
6534,27017,0.96
7659,63965,1.0
8317,35757,1.0
9975,10552,0.82
11402,54976,1.0
13002,55807,1.0
14943,10667,0.91
17175,81292,1.0
17351,35307,1.0
18159,43099,0.92
18737,64481,1.0
22971,64481,0.95
23898,16374,1.0
24224,76519,1.0
24911,16374,0.86
24911,34664,0.86
24911,65705,0.86
7041,3173,0.81
8200,72915,0.83
8201,72915,0.89
8341,53522,0.8
14724,26707,0.85
14867,93339,0.81
19499,71913,0.89
19560,13188,0.86
19993,93339,0.89
22932,71913,0.89
23333,62765,0.9
23334,62765,0.9
39009,29125,0.82
40226,31098,1.0
40419,10943,1.0
40432,10943,1.0
41029,52787,1.0
41486,39981,0.86
42757,49837,1.0
43046,77096,0.91
43374,2887,1.0
43481,85539,0.83
44150,60401,1.0
45463,38359,0.85
47171,12332,0.8
48645,4789,1.0
48832,3250,1.0
50891,67086,1.0
51317,88388,1.0
51474,42551,1.0
52507,3241,1.0
54387,18802,0.87
55523,72982,0.83
55574,93670,1.0
55618,41080,0.82
55621,41080,0.82
55761,76619,1.0
55762,76619,1.0
56764,63218,0.87
57065,65104,1.0
57437,23629,1.0
58400,72982,0.83
58508,20040,0.88
59178,6997,1.0
59870,6997,1.0
60132,25373,0.83
60132,81898,0.84
60697,40562,1.0
61009,40562,0.92
61073,4611,0.88
61565,52441,0.9
62505,6807,1.0
62713,3667,0.87
63020,72982,0.81
63521,48782,1.0
63546,7682,1.0
64069,85388,0.88
64071,25373,0.83
64590,5153,0.86
64619,32928,0.97
64997,58127,1.0
65728,16725,1.0
66275,84971,1.0
66340,81594,1.0
66441,52441,0.9
66640,79,0.93
66906,32928,1.0
67624,48782,1.0
69477,6807,0.94
70143,61935,0.9
70557,7682,1.0
72387,50060,1.0
73047,49506,1.0
73301,81392,1.0
73581,6690,1.0
73912,51358,0.8
74197,49506,0.85
75338,81898,0.84
75561,61935,1.0
75805,93991,1.0
75817,93991,1.0
76260,82164,1.0
76333,13131,1.0
76657,74111,1.0
76700,75719,1.0
76985,13131,1.0
77139,19140,1.0
78545,25752,0.8
78625,82164,0.85
78758,50060,0.92
79941,25752,0.8
80535,74299,1.0
81678,37044,1.0
81816,22906,1.0
82792,44396,0.97
83152,38740,1.0
83274,3434,1.0
83573,87623,1.0
84312,37044,1.0
84329,49995,0.85
84340,1366,0.83
85929,58044,1.0
103,6676,1.0
138,27969,0.88
2380,6676,0.85
3485,81013,1.0
5162,81013,1.0
5872,10626,0.89
5872,40260,1.0
5872,51641,0.81
5872,53001,0.81
11659,10195,1.0
20384,58055,0.92
21464,3727,1.0
25065,52378,1.0
25583,2111,0.84
27307,39862,0.8
207,4513,0.84
576,85588,0.87
1289,92613,1.0
3166,83096,1.0
3499,90678,0.84
3520,2475,0.87
4406,49693,0.96
4429,31744,0.82
4486,31744,0.82
6947,63129,0.86
7719,52063,0.88
8229,80764,0.98
9486,49450,0.81
9969,56290,0.91
10022,63129,0.82
10919,34954,1.0
11430,76589,0.88
11522,80108,0.92
11993,18743,0.87
12211,35400,0.87
12211,49450,0.85
12692,41814,0.81
13701,1858,0.8
14074,49450,0.81
14276,45845,0.96
